Question,Answer
What does the law on page 212 state?,"“Permission to stay” has the same meaning as
leave to remain under the Immigration Act 1971
(and includes a variation of leave to enter or remain
and an extension of leave to enter or remain).
And references in these rules to a person having,
having had or being granted “Permission” means
either permission to enter or permission to stay.
“Postgraduate doctor or dentist” in Appendix
Student means a student undertaking a recognised
Foundation Programme with Health Education
England following completion of a recognised
degree in medicine or dentistry in the UK.
“Postgraduate level study” means a course at
level 7 or above of the Regulated Qualiﬁcations
Framework, or level 11 or above of the Scottish
Credit and Qualiﬁcations Framework, which leads
to a recognised UK postgraduate degree at
master’s level or above, or an equivalent
qualiﬁcation at the same level.
“Premium Sponsor” means a sponsor which is
recorded as holding Premium status on the register
of licensed sponsors maintained by the Home
Ofﬁce.
“Present and settled” means that the person
concerned is settled in the UK and, at the date of
application, is physically present in the UK.
Where the person concerned is a British Citizen or
settled in the UK and is:
(a) a member of HM Forces serving overseas;
or
(b) an employee of the UK Government, a
Northern Ireland department, the Scottish
Administration or the Welsh Government, or a
permanent member of the British Council on a
tour of duty outside the UK, and the applicant
has provided the evidence speciﬁed in
paragraph 26A of Appendix FM-SE, then for the
purposes of Appendix FM and Appendix
Settlement Family Life, where the applicant is
applying for settlement the person is to be
regarded as present and settled in the UK, and
in paragraphs R-LTRP.1.1.(a) and RILRP.1.1.(a)15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 29/51"
What does the law on page 213 state?,"of Appendix FM the requirement “and their
partner must be in the UK” is to be disregarded.
“Primary degree” means a qualiﬁcation obtained
from a course of degree level study, which did not
feature as an entry requirement a previous
qualiﬁcation obtained from degree level study, for
example an undergraduate degree is a primary
degree, but a master’s degree that has a bachelor’s
degree as an entry requirement is not a primary
degree.
“Private foster care arrangement” means an
arrangement in which a child aged under 16, or
aged under 18 if disabled, is cared for, on a full-time
basis for a period of 28 days or more, by a person
aged 18 or over who is not the child’s parent or a
close relative.
“Private medical insurance” means insurance to
cover treatment provided by a private health
provider, or a reciprocal arrangement in place with
another country by which certain nationals may
receive NHS treatment.
“Private medical treatment” means treatment
provided by a private health provider, or by the NHS
where there is a reciprocal arrangement in place
with another country by which certain nationals may
receive NHS treatment.
“Probationary Sponsor” means a student sponsor
which is recorded as having “Probationary Sponsor
status” on the register of licensed student sponsors
maintained by the Home Ofﬁce.
“Professional Sportsperson” means a person
who is one or more of the following:
(a) currently providing services as a
sportsperson, or is playing or coaching in any
capacity, at a professional or semi-professional
level of sport (whether paid or unpaid); or
(b) currently receiving payment, including
payment in kind, for playing or coaching, and
that payment covers all, or the majority of, their
costs for travelling to, and living in, the UK, or
has received such payment within the previous
4 years; or15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 30/51"
What does the law on page 214 state?,"(c) currently registered to a professional or
semi-professional sports team or has been so
registered within the previous 4 years (this
includes all academy and development team
age groups); or
(d) has represented their nation or national
team within the previous two years, including all
youth and development age groups from under
17s upwards; or
(e) has represented their state or regional team
within the previous two years, including all youth
and development age groups from under 17s
upwards; or
(f) has an established international reputation in
their chosen ﬁeld of sport; or
(g) engages an agent or representative, with the
aim of ﬁnding opportunities as a sportsperson,
and/or developing a current or future career as
a sportsperson, or has engaged such an agent
in the last 12 months; or
(h) is providing services as a sportsperson or
coach, unless they are doing so as an
“Amateur” in a charity event; or
(i) is providing services as a sportsperson or
coach, unless they are doing so as a Student
who is studying a course at degree level or
above at a higher education provider and
playing or coaching sport as an Amateur or as
part of a work placement that is undertaken as
an integral and assessed part of their course.
“Prohibited degree of relationship” has the same
meaning as in the Marriage Act 1949, the Marriage
(Prohibited Degrees of Relationship) Act 1986 and
the Civil Partnership Act 2004.
“Protection claim” has the same meaning as in
section 82(2)(a) of the Nationality, Immigration and
Asylum Act 2002.
“Protection status” means refugee leave, refugee
permission to stay, temporary refugee permission to
stay, humanitarian protection and temporary
humanitarian protection.
“Provisional rating” means a sponsor which is
recorded as having a rating of “Provisional” on the15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 31/51"
What does the law on page 215 state?,"register of licensed sponsors: workers on the gov.uk
website at:
www.gov.uk/government/publications/register-of-
licensed-sponsors-workers.
“Public funds” means:
(a) housing under Part VI or VII of the Housing
Act 1996 and under Part II of the Housing Act
1985, Part I or II of the Housing (Scotland) Act
1987, Part II of the Housing (Northern Ireland)
Order 1981 or Part II of the Housing (Northern
Ireland) Order 1988; and
(b) attendance allowance, severe disablement
allowance, carer’s allowance and disability living
allowance under Part III of the Social Security
Contribution and Beneﬁts Act 1992; income
support and housing beneﬁt under Part VII of
that Act; child beneﬁt under Part IX of that Act;
income based jobseeker’s allowance under the
Jobseekers Act 1995; income related allowance
under Part 1 of the Welfare Reform Act 2007
(employment and support allowance); state
pension credit under the State Pension Credit
Act 2002; or child tax credit and working tax
credit under Part 1 of the Tax Credits Act 2002;
and
(c) a Social Fund maternity expenses payment
made under section 138(1)(a) of the Social
Security Contributions and Beneﬁts Act 1992; a
Social Fund funeral expenses payment made
under section 138(1)(a) of that Act; a Social
Fund cold weather payment made under
section 138(2) of that Act; a Social Fund winter
fuel payment made under section 138(2) of that
Act; a Social Fund budgeting loan payment
made under section 138(1) of that Act; and
(d) attendance allowance, severe disablement
allowance, carer’s allowance and disability living
allowance under Part III of the Social Security
Contribution and Beneﬁts (Northern Ireland) Act
1992; income support and housing beneﬁt
under Part VII of that Act; child beneﬁt under
Part IX of that Act; income based jobseeker’s
allowance under the Jobseekers (Northern
Ireland) Order 1995 or income related
allowance under Part 1 of the Welfare Reform
Act (Northern Ireland) 2007; and15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 32/51"
What does the law on page 216 state?,"(e) a Social Fund sure start maternity grant
payment made under section 134(1)(a) of the
Social Security Contributions and Beneﬁts
(Northern Ireland) Act 1992; a Social Fund
funeral expenses payment made under section
134(1)(a) of that Act; a Social Fund cold
weather payment made under section 134(2) of
that Act; a Social Fund winter fuel payment
made under section 134 (2) of that Act; a Social
Fund budgeting loan payment made under
section 134 (1)(b) of that Act; and
(f) Universal Credit under Part 1 of the Welfare
Reform Act 2012 or Personal Independence
Payment under Part 4 of that Act; and
(g) Universal Credit, Personal Independence
Payment or any domestic rate relief under the
Welfare Reform (Northern Ireland) Order 2015;
and
(h) a council tax reduction under a council tax
reduction scheme made under section 13A of
the Local Government Finance Act 1992 (in
relation to England or Wales) or a council tax
reduction pursuant to the Council Tax Reduction
(Scotland) Regulations 2012 or the Council Tax
Reduction (State Pension Credit) (Scotland)
Regulations 2012; and
(i) a payment made from a welfare fund under
the Welfare Funds (Scotland) Act 2015; and
(j) a discretionary support payment made in
accordance with any regulations made under
article 135 of the Welfare Reform (Northern
Ireland) Order 2015; and
(k) a discretionary payment made by a local
authority under section 1 of the Localism Act
2011, not including any payment made under
the Energy Rebate Scheme 2022; and
(l) a Child Disability Payment made under the
Disability Assistance for Children and Young
People (Scotland) Regulations 2021; and
(m) an Adult Disability Payment made under the
Disability Assistance for Working Age People
(Scotland) Regulations 2022; and
(n) a Carer’s Allowance Supplement made
under Section 81 of the Social Security15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 33/51"
What does the law on page 217 state?,"(Scotland) Act 2018; and
(o) a Scottish Child Payment made under the
Scottish Child Payment Regulations 2020; and
(p) a Funeral Support Payment made under the
Funeral Expense Assistance (Scotland)
Regulations 2019; and
(q) a Job Start Payment made under section 2
of the Employment and Training Act 1973; and
(r) Child Winter Heating Assistance made under
the Winter Heating Assistance for Children and
Young People (Scotland) Regulations 2020; and
(s) a Winter Heating Payment made under the
Winter Heating Assistance (Low Income)
(Scotland) Regulations 2023.
For the purpose of these rules,
(i) a person (P) is not to be regarded as having
(or potentially having) recourse to public funds
merely because P is (or will be) reliant in whole
or in part on public funds provided to P’s family
sponsor unless, as a result of P’s presence in
the UK, the family sponsor is (or would be)
entitled to increased or additional public funds
(save where such entitlement to increased or
additional public funds is by virtue of P and the
family sponsor’s joint entitlement to beneﬁts
under the regulations referred to in
subparagraph (ii) below; and
(ii) subject to subparagraph (iii) below, a person
(P) shall not be regarded as having recourse to
public funds if P is entitled to beneﬁts speciﬁed
under section 115 of the Immigration and
Asylum Act 1999 by virtue of regulations made
under sub-sections (3) and (4) of that section or
section 42 of the Tax Credits Act 2002; and
(iii) a person (P) making an application from
outside the UK will be regarded as having
recourse to public funds where P relies upon the
future entitlement to any public funds that would
be payable to P or to P’s family sponsor as a
result of P’s presence in the UK (including those
beneﬁts to which P or the family sponsor would
be entitled as a result of P’s presence in the UK
under the regulations referred to in
subparagraph (ii) above).15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 34/51"
What does the law on page 218 state?,"“Recreational Course” means a course
undertaken purely for leisure purposes, other than
English Language training, that does not lead to a
formal qualiﬁcation, for example, a leisure course in
pottery or horse riding.
“Refugee” has the same meaning as in Article 1 of
the 1951 Refugee Convention.
“Refugee Convention” means the 1951 United
Nations Convention and its 1967 Protocol relating
to the Status of Refugees.
“Refugee leave” means the leave to remain
granted to an individual with refugee status, who
sought to register an asylum claim before 28 June
2022.
“Refugee permission to stay” means permission
to stay granted to an individual with refugee status
under paragraph 339QA(i) of these rules which has
not been revoked under paragraph 339QD.
“Refugee status” means status granted under
paragraph 334 of these rules which has not been
revoked under paragraphs 339A to 339B.
“Relevant NHS body” in Part 9, and in paragraphs
S-EC.2.3., S-LTR.2.3. and S-ILR.2.3. of Appendix
FM, means:
(a) in relation to England-
(i) a National Health Service Trust
established under section 25 of the National
Health Service Act 2006; or
(ii) a National Health Service foundation
trust; and
(b) in relation to Wales-
(i) a Local Health Board established under
section 11 of the National Health Service
(Wales) Act 2006; or
(ii) a National Health Service Trust
established under section 18 of the National
Health Service (Wales) Act 2006; or
(iii) a Special Health Authority established
under 22 of the National Health Service
(Wales) Act 2006; and15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 35/51"
What does the law on page 219 state?,"(c) in relation to Scotland-
(i) a Health Board or Special Health Board
established under section 2 of the National
Health Service (Scotland) Act 1978 (c. 29);
or
(ii) the Common Services Agency for the
Scottish Health Service established under
section 10 of that Act; or
(iii) Healthcare Improvement Scotland
established under section 10A of that Act;
and
(d) in relation to Northern Ireland-
(i) the Regional Health and Social Care
Board established under the Health and
Social Care (Reform) Act (Northern Ireland)
2009; or
(ii) a Health and Social Care trust
established under the Health and Personal
Social Services (Northern Ireland) Order
1991 (S.I. 1991/194 (N.I. 1)) and renamed
under the Health and Social Care (Reform)
Act (Northern Ireland) 2009.
“Relevant NHS regulations” means:
(a)in Wales, the National Health Service
(Charges to Overseas Visitors) Regulations
1989 (1989 No 306); and
(b) in Scotland, the National Health Service
(Charges to Overseas Visitors) (Scotland)
Regulations 1989 as amended (1989 No 364);
and
(c) in Northern Ireland, the Provision of Health
Services to Persons Not Ordinarily Resident
Regulations (Northern Ireland) 2015 (2015 No
227); and
(d) in England, the National Health Service
(Charges to Overseas Visitors) Regulations
2015 (2015 No 238).
“Religious Worker” means a person who has, or
had, permission under any of the following:
(i) Appendix Temporary Work – Religious
Worker; or15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 36/51"
What does the law on page 220 state?,"(ii) Appendix T5 (Temporary Worker) Religious
Worker under the rules in force between 1
December 2020 and 10 October 2021
(inclusive); or
(iii) as a Tier 5 (Temporary Worker) migrant in
the Religious Worker sub-category under part
6A of the rules in force before 1 December
2020.
“Representative of an Overseas Business”
means a person who has, or had, permission under
Appendix Representative of an Overseas Business
or as a Representative of an Overseas Business
under Part 5 of the rules in force before 1
December 2020.
“Research-based higher degree” means a
postgraduate programme comprising a research
component (including a requirement to produce
original work) that is larger than any accompanying
taught component when measured by student
effort.
“Research Programme” means research
programmes and fellowships under a Government
Authorised Exchange Scheme where the person is
working on a scientiﬁc, academic, medical, or
government research project at either a UK higher
education institution or another research institution
operating under the authority and/or ﬁnancial
sponsorship of a relevant Government Department.
“Rough sleeping” means sleeping, or bedding
down, in the open air (for example on the street or
in doorways) or in buildings or other places not
designed for habitation (for example sheds, car
parks or stations).
“S2 certiﬁcate of entitlement to scheduled
treatment” has the same meaning as a portable
document S2 issued under Regulation (EC) No
883/2004.
“S2 Healthcare Visitor” means a patient (P) or an
accompanying person (AP) who meets the
requirements of Appendix S2 Healthcare Visitor.
“Scale-up route” means the route under Appendix
Scale-up.15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 37/51"
What does the law on page 221 state?,"“Scale-up Worker” means a person who has, or
had, permission as Scale-up Worker under
Appendix Scale-up.
“Seafarer” has the same meaning as “seafarer” in
Regulation 2 of The Merchant Shipping (Maritime
Labour Convention) (Minimum Requirements for
Seafarers etc.) Regulations 2014.
“Seasonal work” is work which ﬂuctuates or is
restricted according to the season or time of the
year.
“Seasonal Worker” means a person who has, or
had, permission under any of the following:
(i) Appendix Temporary Work – Seasonal
Worker; or
(ii) Appendix T5 (Temporary Worker) Seasonal
Worker under the rules in force between 1
December 2020 and 10 October 2021
(inclusive); or
(iii) as a Tier 5 (Temporary Worker) migrant in
the Seasonal Worker sub-category under part
6A of the rules in force before 1 December
2020.
“Seeking entry” refers to a person applying for
entry clearance or permission to enter the UK.
“Self-employed” means a person who is
registered as self-employed with HM Revenue &
Customs, or an overseas equivalent, or is
employed by a company of which the person is a
controlling shareholder.
“Self-employed Lawyer” means a person granted
permission outside the rules under the concession
for self-employed lawyers that formerly appeared in
Chapter 6, Section 1 Annex D of the Immigration
Directorate Instructions.
“Secondment Worker” means a person who has,
or last had, permission as a Secondment Worker
under Appendix Global Business Mobility –
Secondment Worker.
“Senior or Specialist Worker” means a person
who has, or last had, permission under any of the15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 38/51"
What does the law on page 222 state?,"following routes:
(a) Appendix Global Business Mobility – Senior
or Specialist Worker; or
(b) the Intra-Company Transfer route under the
rules in force before 11 April 2022; or
(c) as a Tier 2 (Intra-Company Transfer) migrant
in the Long-Term Staff sub-category under the
rules in force before 0900 on 1 December 2020.
“Series of events” in relation to sport is two or
more linked events, such as a tour, or rounds of a
competition, which do not add up to a league or a
season.
“Service Supplier” means a person who has, or
last had, permission under Appendix Global
Business Mobility – Service Suppliers, or as a
contractual service supplier or independent
professional under any of the following routes:
(a) Appendix Temporary Work – International
Agreement under the rules in force before 11
April 2022; or
(b) Appendix T5 (Temporary Worker)
International Agreement Worker under the rules
in force between 0900 1 December 2020 and
10 October 2021 (inclusive); or
(c) the International Agreement sub-category in
the Tier 5 (Temporary Worker) route under part
6A of the rules in force before 0900 on 1
December 2020.
“Settled” has the same meaning as in section
33(1) of the Immigration Act 1971.
“Settled worker” means:
(a) a British citizen; or
(b) a person who is resident in the UK in
accordance with the EEA Regulations or who
holds a permanent right of residence in the UK
in accordance with regulation 15 of the EEA
Regulations; or
(c) a person with leave to remain or indeﬁnite
leave to remain granted under Appendix EU; or
(d) a British Overseas Territories citizen, except
those from the Sovereign Base Areas in Cyprus;15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 39/51"
What does the law on page 223 state?,"or
(e) a Commonwealth citizen who has been
granted permission on the UK Ancestry route on
the basis that they have a grandparent born in
the UK and Islands; or
(f) a person who is otherwise settled within the
meaning of section 33(2A) of the Immigration
Act 1971.
“Settlement” means indeﬁnite leave to enter or
remain.
“Sham marriage” and “sham civil partnership”
has the same meaning as in section 62 of the
Immigration Act 2014 and “involvement in a sham
marriage or sham civil partnership” means a
person who is a party to a sham marriage or sham
civil partnership, or who has enabled the marriage
or civil partnership to take place.
“Short-term Student” means a person who has, or
had, permission under Appendix Short Term
Student, or paragraph A57E of the rules in force
before 1 December 2020.
“Sibling” in Appendix Ukraine Scheme means the
UK-based sponsor or their partner’s biological,
adopted or step-brothers and step-sisters.
“Skilled Worker” means a person who has, or
had, permission as a Skilled Worker under
Appendix Skilled Worker, or as a Tier 2 (General)
migrant under the rules in force before 1 December
2020.
“SOC 2010 occupation code” means the relevant
4-digit code in the Standard Occupational
Classiﬁcation (SOC) 2010 system, published by the
Ofﬁce for National Statistics at:
https://www.ons.gov.uk/methodology/classiﬁcations
andstandards/standardoccupationalclassiﬁcationso
c/soc2010.
(https://www.ons.gov.uk/methodology/classiﬁcationsandst
andards/standardoccupationalclassiﬁcationsoc/soc2010)
“SOC 2020 occupation code” means the relevant
4-digit code in the Standard Occupational
Classiﬁcation (SOC) 2020 system, published by the
Ofﬁce for National Statistics at:15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 40/51"
What does the law on page 224 state?,"https://www.ons.gov.uk/methodology/classiﬁcations
andstandards/standardoccupationalclassiﬁcationso
c/soc2020.
(https://www.ons.gov.uk/methodology/classiﬁcationsandst
andards/standardoccupationalclassiﬁcationsoc/soc2020)
“Sole Representative” means a person who has,
or had, permission on the Representative of an
Overseas Business route having met the
requirement at ROB 4.4.(a) of Appendix
Representative of an Overseas Business, or as a
Representative of an Overseas Business having
met the requirement of paragraph 144(ii)(a) of Part
5 of the rules in force before 1 December 2020.
“Sponsor” and “family sponsor”, in relation to a
family member, means the person in relation to
whom an applicant is seeking leave to enter or
remain as their spouse, ﬁancé(e), civil partner,
proposed civil partner, unmarried partner, same-sex
partner or dependent relative, as the case may be,
under paragraphs 277 to 295O or 317 to 319 or the
person in relation to whom an applicant is seeking
entry clearance or leave as their partner or
dependent relative under Appendix FM.
“Sponsor”, in relation to study or work, means the
person or organisation licensed by the Home Ofﬁce
that the Certiﬁcate of Sponsorship or Conﬁrmation
of Acceptance for Studies records as being the
sponsor for a person.
“Sponsor group”, under the Global Business
Mobility routes, means the sponsor and any
business or organisation that is linked to the
sponsor by common ownership or control, or by a
joint venture on which the applicant is sponsored to
work.
“Sponsor group”, under Appendix Intra-Company
routes, means the sponsor and any business or
organisation that is linked to the sponsor by
common ownership or control, or by a joint venture
on which the applicant is sponsored to work.
“Sponsor licence” means a licence granted by the
Home Ofﬁce to a person who, by virtue of such a
grant, is licensed as a sponsor in relation to
applications to study or work in the UK.15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 41/51"
What does the law on page 225 state?,"“Standard Visitor” means a person who has, or
had, permission under Appendix V: Visitor to
undertake the activities of a standard visitor set out
in Appendix Visitor: Permitted Activities.
“Start-up route” means Appendix Start-up, and
also includes a person who has, or had, permission
as a Start-Up migrant under Appendix W of the
rules in force before 1 December 2020.
“State-funded school or academy” means:
(a) in England, an “Academy” as deﬁned by and
established under the Academies Act 2010,
including academy schools, 16-19 academies
and alternative provision academies; and
(b) in England and Wales, a “school maintained
by a local authority” being an institution deﬁned
in the School Standards and Framework Act
1998 or the Education Act 1996, including
community schools, foundation schools,
voluntary aided schools, voluntary controlled
schools, community special schools, foundation
special schools, pupil referral units and
maintained nursery schools; and
(c) in Northern Ireland, a “grant-aided school”
being a school to which grants are paid under
the Education Orders as deﬁned in the
Education and Libraries (Northern Ireland)
Order 1986, including controlled, maintained,
grant-maintained integrated schools and
voluntary grammar schools; and
(d) in Scotland, a “public school” and a “grant-
aided school”, deﬁned in section 135 of the
Education (Scotland) Act 1980 (for the
avoidance of doubt, these deﬁnitions include
any such nursery schools and special schools)
and “Special school” has the meaning given in
section 29(1) of the Education (Additional
Support for Learning) (Scotland) Act 2004.
“Student” means a person who has, or had,
permission under Appendix Student, or Appendix
ST: Student of the rules in force immediately before
1 December 2020, or as a Tier 4 (General) Student
under the rules in force before 5 October 2020.15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 42/51"
What does the law on page 226 state?,"“Student sponsor” means a sponsor which listed
on the register of licensed sponsors maintained by
the Home Ofﬁce:
https://www.gov.uk/government/publications/register
-of-licensed-sponsors-students
(https://www.gov.uk/government/publications/register-of-
licensed-sponsors-students).
“Student Union Sabbatical Ofﬁcer” means a
person who has, or had, permission under
Appendix Student, Appendix ST: Student of the
rules in force immediately before 1 December 2020,
or under paragraph 245ZV or paragraph 245ZX of
the rules in force before 5 October 2020, and has
been elected to a full-time, salaried, executive
union position in the student union of the person’s
sponsor institution or with the National Union of
Students of the UK.
“Studying in London” means the applicant’s
Conﬁrmation of Acceptance for Studies conﬁrms
they will be studying at an institution wholly within
the Greater London Area. If the applicant will be
studying at more than one site, one or more of
which is in Greater London Area and one or more
outside, then the applicant will be considered to be
studying in London if the applicant’s Conﬁrmation of
Acceptance for Studies states that the applicant will
be spending the majority of time studying at a site
or sites situated within the Greater London Area.
“Studying outside London” means the applicant’s
Conﬁrmation of Acceptance for Studies conﬁrms
they will be studying in the UK but the site of study
does not meet the deﬁnition of Studying in London.
“Successfully completed” means the Student or
Child Student has completed their course and been
assessed by their sponsor, and has been or will be
awarded, a qualiﬁcation that is:
(a) for the course of study for which their
Conﬁrmation of Acceptance for Studies was
assigned; or
(b) a degree at either UK Bachelor’s degree
level or UK postgraduate degree level, as part
of an integrated programme for which their15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 43/51"
What does the law on page 227 state?,"Conﬁrmation of Acceptance for Studies was
assigned; or
(c) for the course of study with their student
sponsor to which they were allowed to change
without applying for further permission on the
Student route.
“Supplementary employment” means
employment in a job (other than the job for which
the person is being sponsored) which either:
(a) appears in Appendix Immigration Salary List;
or
(b) is in the same profession and at the same
professional level as the job for which the
person is being sponsored; or
(c) if the person has permission as a Skilled
Worker, is in an eligible SOC 2020 occupation
code listed in Tables 1, 2 or 3 of Appendix
Skilled Occupations;
provided in all cases that:
(i) the person remains working for the sponsor
in the job for which the Certiﬁcate of
Sponsorship records the person is being
sponsored (except where the other employment
takes place during the 4-month period referred
to in SW 18.1A of Appendix Skilled Worker,
where that provision applies); and
(ii) the other employment does not exceed 20
hours per week and takes place outside of the
hours when the person is contracted to work for
the sponsor in the job for which the person is
being sponsored.
“Swiss citizens’ rights agreement” means (as
modiﬁed from time to time in accordance with any
provision of it) the Agreement signed at Bern on 25
February 2019 between the United Kingdom of
Great Britain and Northern Ireland and the Swiss
Confederation on citizens’ rights following the
withdrawal of the United Kingdom from:
(a) the European Union; and
(b) the Agreement on the Free Movement of
Persons.15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 44/51"
What does the law on page 228 state?,"“Temporary refugee permission to stay” means
permission to stay granted to an individual with
refugee status under paragraph 339QA(ii) of these
rules which has not been revoked under paragraph
339QD.
“Temporary humanitarian permission to stay”
means permission to stay granted to an individual
with humanitarian protection under paragraph
339QB of these rules which has not been revoked
under paragraph 339QD.
“Tier 1 (Entrepreneur) Migrant” means a person
who has, or had leave under paragraphs 245D to
245DF.
“Tier 1 (Exceptional Talent) Migrant” means a
person who was granted leave under paragraphs
245B to 245BF of the rules in force before 1
December 2020.
“Tier 1 (General) Migrant” means a person who
was granted leave under paragraphs 245C to
245CE of the rules in force before 6 April 2018.
“Tier 1 (Graduate Entrepreneur) Migrant” means
a person who was granted leave under paragraphs
245F to 245FB of the rules in force on or after 6
April 2012 and before 29 March 2019.
“Tier 1 (Investor) Migrant” means a person who
has, or had, leave under paragraphs 245E to
245EF.
“Tier 2 (General) Migrant” means a person
granted leave under paragraphs 245H to 245HF
and who obtained points under paragraphs 76 to
84A of Appendix A of the rules in force before 1
December 2020.
“Tier 2 (Intra-Company Transfer) Migrant”
means a person granted leave under paragraphs
245G to 245GF of the rules in force before 1
December 2020.
“Tier 2 Migrant” means a person granted leave as
a Tier 2 (Intra-Company Transfer) Migrant, a Tier 2
(General) Migrant, a Tier 2 (Minister of Religion)15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 45/51"
What does the law on page 229 state?,"Migrant or a Tier 2 (Sportsperson) Migrant under
the rules in force before 1 December 2020.
“Tier 2 (Minister of Religion) Migrant” means a
person granted leave under the Tier 2 Minister of
Religion route as a missionary or a member of a
religious order under paragraphs 245H to 245HF of
the rules in force before 1 December 2020.
“T2 Minister of Religion” means a person who
has, or had, permission under Appendix T2 Minister
of Religion, or as a Tier 2 (Minister of Religion)
migrant under the rules in force before 1 December
2020.
“Tier 2 (Sportsperson) Migrant” means a person
granted leave under paragraphs 245H to 245HF
(and who obtained points under paragraphs 93 to
100 of Appendix A) of the rules in force before 1
December 2020.
“Tier 4 (Child) Student” means a person granted
leave under paragraphs 245ZZ to 245ZZD of the
rules in force before 5 October 2020.
“Tier 4 (General) Student” means a person
granted leave under paragraphs 245ZT to 245ZY of
the rules in force before 5 October 2020.
“Tier 4 Migrant” means a Tier 4 (General) Student
or a Tier 4 (Child) Student.
“Tier 5 Migrant” means a person granted leave as
either a Tier 5 (Temporary Worker) Migrant or a Tier
5 (Youth Mobility Scheme) Temporary Migrant
under the rules in force before 1 December 2020.
“Temporary Worker” means a person who has, or
had, permission as a Charity Worker, Creative
Worker, Religious Worker, Seasonal Worker, on the
International Agreement route, Youth Mobility
Scheme or Government Authorised Exchange
route.
“Tier 5 (Temporary Worker) Migrant” means a
person granted leave under paragraphs 245ZM to
245ZS of the rules in force before 1 December
2020.15/03/2025, 15:28 Immigration Rules - Immigration Rules: introduction - Guidance - GOV.UK
https://www.gov.uk/guidance/immigration-rules/immigration-rules-introduction#intro6 46/51"
